22q11 deletion syndrome	musculoskeletal abnormalities|cardiovascular abnormalities|heart diseases|lymphatic diseases|congenital abnormalities|genetic diseases, inborn|parathyroid diseases
methemoglobinemia	hematologic diseases
metrorrhagia	female urogenital diseases|pathologic processes
mevalonate kinase deficiency	hematologic diseases|central nervous system diseases|metabolic diseases|genetic diseases, inborn|skin diseases|immunoproliferative disorders|signs and symptoms
microcephaly	congenital abnormalities|musculoskeletal abnormalities|nervous system malformations
micrognathism	congenital abnormalities|musculoskeletal abnormalities|jaw diseases|stomatognathic system abnormalities
micronuclei, chromosome-defective	pathologic processes
microphthalmos	congenital abnormalities|eye abnormalities
microsatellite instability	pathologic processes
microscopic polyangiitis	vascular diseases|autoimmune diseases|central nervous system diseases
microsporidiosis	mycoses
microstomia	congenital abnormalities|mouth diseases|stomatognathic system abnormalities
microvascular angina	heart diseases|vascular diseases|signs and symptoms
middle cerebral artery occlusion	central nervous system diseases|vascular diseases
middle lobe syndrome	lung diseases
migraine disorder	central nervous system diseases
migraine disorders	central nervous system diseases
migraine headache	central nervous system diseases
migraine with aura	central nervous system diseases
migraine without aura	central nervous system diseases
mikulicz' disease	mouth diseases
mild cognitive impairment	delirium, dementia, amnestic, cognitive disorders
miliaria	skin diseases
milk hypersensitivity	hypersensitivity
milk sickness	poisoning
miller fisher syndrome	autoimmune diseases|autoimmune diseases of the nervous system|central nervous system diseases|cranial nerve diseases|demyelinating diseases|neuromuscular diseases|ocular motility disorders
miller-fisher syndrome	autoimmune diseases|autoimmune diseases of the nervous system|central nervous system diseases|cranial nerve diseases|demyelinating diseases|neuromuscular diseases|ocular motility disorders
mineralocorticoid excess syndrome, apparent	genetic diseases, inborn|metabolic diseases
mink viral enteritis	dna virus infections
miosis	neurologic manifestations|pupil disorders|signs and symptoms
mirizzi syndrome	biliary tract diseases
mite infestation	skin diseases, parasitic
mite infestations	skin diseases, parasitic
mitochondrial diseases	metabolic diseases
mitochondrial encephalomyopathies	central nervous system diseases|metabolic diseases|muscular diseases|neuromuscular diseases
mitochondrial myopathies	metabolic diseases|muscular diseases|neuromuscular diseases
mitochondrial myopathy	metabolic diseases|muscular diseases|neuromuscular diseases
mitral valve insufficiency	heart diseases
mitral valve prolapse	heart diseases
mitral valve stenosis	heart diseases
mixed connective tissue disease	connective tissue diseases
mixed tumor, malignant	neoplasms by histologic type
mixed tumor, mesodermal	neoplasms by histologic type
mixed tumor, mullerian	neoplasms by histologic type
mobility limitation	signs and symptoms
mobius syndrome	congenital abnormalities|cranial nerve diseases|infant, newborn, diseases
molluscum contagiosum	dna virus infections|skin diseases, viral|skin diseases|infection
monckeberg medial calcific sclerosis	metabolic diseases
mongolian spot	neoplasms by histologic type
monieziasis	helminthiasis|parasitic diseases, animal
monilethrix	congenital abnormalities|genetic diseases, inborn|skin diseases
monkeypox	dna virus infections
monoclonal gammopathy of undetermined significance	hematologic diseases|immunoproliferative disorders|signs and symptoms
mononegavirales infections	rna virus infections
mononeuropathies	neuromuscular diseases
mononeuropathy	neuromuscular diseases
monosomy	pathologic processes
monteggia's fracture	fractures, bone|arm injuries
mood disorder	mood disorders
mood disorders	mood disorders
moraxellaceae infections	bacterial infections
morbillivirus infections	rna virus infections
morgellons disease	skin diseases
morning sickness	pregnancy complications|signs and symptoms
morphine dependence	opioid-related disorders|substance-related disorders
motion sickness	signs and symptoms
motor neuron disease	neurodegenerative diseases|neuromuscular diseases
motor skills disorders	mental disorders diagnosed in childhood
motor tic	central nervous system diseases|neurologic manifestations|signs and symptoms
mouth abnormalities	congenital abnormalities|mouth diseases|stomatognathic system abnormalities
mouth breathing	respiration disorders|signs and symptoms
mouth dryness	mouth diseases
mouth neoplasm	neoplasms by site|mouth diseases
mouth neoplasms	neoplasms by site|mouth diseases
mouth, edentulous	mouth diseases|tooth diseases
movement disorder	central nervous system diseases
movement disorders	central nervous system diseases
moyamoya disease	vascular diseases|central nervous system diseases
mptp poisoning	central nervous system diseases|neurotoxicity syndromes|poisoning
mucinoses	connective tissue diseases
mucinosis, follicular	skin diseases|pathological conditions, anatomical|connective tissue diseases
mucocele	cysts
mucocutaneous lymph node syndrome	lymphatic diseases|vascular diseases|skin diseases
mucoepidermoid tumor	neoplasms by histologic type
mucolipidoses	bone diseases|central nervous system diseases|metabolic diseases|genetic diseases, inborn
mucopolysaccharidoses	genetic diseases, inborn|metabolic diseases|connective tissue diseases
mucopolysaccharidosis	genetic diseases, inborn|metabolic diseases|connective tissue diseases
mucopolysaccharidosis i	genetic diseases, inborn|metabolic diseases|connective tissue diseases
mucopolysaccharidosis ii	genetic diseases, inborn|metabolic diseases|connective tissue diseases|neurodegenerative diseases|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
mucopolysaccharidosis iii	genetic diseases, inborn|metabolic diseases|connective tissue diseases
mucopolysaccharidosis iv	genetic diseases, inborn|metabolic diseases|connective tissue diseases
mucopolysaccharidosis vi	genetic diseases, inborn|metabolic diseases|connective tissue diseases
mucopolysaccharidosis vii	genetic diseases, inborn|metabolic diseases|connective tissue diseases
mucormycosis	mycoses
mucositis	gastrointestinal diseases|mouth diseases
muir-torre syndrome	neoplasms by site|neoplastic syndromes, hereditary|digestive system neoplasms|gastrointestinal diseases|genetic diseases, inborn|metabolic diseases|skin diseases
mulibrey nanism	bone diseases|dwarfism|genetic diseases, inborn
multi-infarct dementia	central nervous system diseases|vascular diseases|delirium, dementia, amnestic, cognitive disorders
multicystic dysplastic kidney	congenital abnormalities|female urogenital diseases|urologic diseases|urogenital abnormalities
multidrug-resistant tuberculosis	bacterial infections
multiple acyl coenzyme a dehydrogenase deficiency	genetic diseases, inborn|metabolic diseases
multiple carboxylase deficiency	genetic diseases, inborn|metabolic diseases
multiple chemical sensitivity	environmental illness|hypersensitivity
multiple endocrine neoplasia	endocrine gland neoplasms|genetic diseases, inborn|neoplasms by site|neoplasms, multiple primary|neoplastic syndromes, hereditary
multiple endocrine neoplasia type 1	endocrine gland neoplasms|genetic diseases, inborn|neoplasms by site|neoplasms, multiple primary|neoplastic syndromes, hereditary
multiple endocrine neoplasia type 2a	endocrine gland neoplasms|genetic diseases, inborn|neoplasms by site|neoplasms, multiple primary|neoplastic syndromes, hereditary
multiple endocrine neoplasia type 2b	endocrine gland neoplasms|genetic diseases, inborn|neoplasms by site|neoplasms, multiple primary|neoplastic syndromes, hereditary
multiple myeloma	hematologic diseases|vascular diseases|immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
multiple organ failure	pathologic processes
multiple personality disorder	dissociative disorders
multiple pulmonary nodules	lung diseases|neoplasms by site|respiratory tract neoplasms
multiple sclerosis	autoimmune diseases|autoimmune diseases of the nervous system|central nervous system diseases|demyelinating diseases
multiple sclerosis, chronic progressive	autoimmune diseases|autoimmune diseases of the nervous system|central nervous system diseases|demyelinating diseases
multiple sclerosis, relapsing-remitting	autoimmune diseases|autoimmune diseases of the nervous system|central nervous system diseases|demyelinating diseases
multiple sulfatase deficiency disease	central nervous system diseases|metabolic diseases|genetic diseases, inborn
multiple system atrophy	autonomic nervous system diseases|central nervous system diseases|neurodegenerative diseases
multiple trauma	multiple trauma
mumps	rna virus infections|mouth diseases
munchausen syndrome	factitious disorders
murine acquired immunodeficiency syndrome	rna virus infections|tumor virus infections
muscle cramp	muscular diseases|neurologic manifestations|signs and symptoms
muscle hypertonia	neurologic manifestations|signs and symptoms
muscle hypotonia	neurologic manifestations|signs and symptoms
muscle neoplasms	neoplasms by site|muscular diseases
muscle rigidity	neurologic manifestations|signs and symptoms|muscular diseases
muscle spasticity	neurologic manifestations|signs and symptoms|muscular diseases
muscle weakness	muscular diseases|neurologic manifestations|pathologic processes|signs and symptoms
muscular atrophy	pathological conditions, anatomical|neurologic manifestations|signs and symptoms
muscular atrophy, spinal	neurodegenerative diseases|neuromuscular diseases|central nervous system diseases
muscular disorders, atrophic	muscular diseases|neuromuscular diseases
muscular dystrophies	genetic diseases, inborn|muscular diseases|neuromuscular diseases
muscular dystrophies, limb-girdle	genetic diseases, inborn|muscular diseases|neuromuscular diseases
muscular dystrophy	genetic diseases, inborn|muscular diseases|neuromuscular diseases
muscular dystrophy, duchenne	genetic diseases, inborn|muscular diseases|neuromuscular diseases
muscular dystrophy, emery-dreifuss	genetic diseases, inborn|muscular diseases|neuromuscular diseases
muscular dystrophy, facioscapulohumeral	genetic diseases, inborn|muscular diseases|neuromuscular diseases
muscular dystrophy, oculopharyngeal	genetic diseases, inborn|muscular diseases|neuromuscular diseases
musculoskeletal abnormalities	congenital abnormalities|musculoskeletal abnormalities
musculoskeletal pain	neurologic manifestations|signs and symptoms
mushroom poisoning	poisoning
mutism	neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
myasthenia gravis	autoimmune diseases|autoimmune diseases of the nervous system|neuromuscular diseases
myasthenia gravis, autoimmune, experimental	autoimmune diseases|autoimmune diseases of the nervous system|neuromuscular diseases
myasthenia gravis, neonatal	autoimmune diseases|autoimmune diseases of the nervous system|neuromuscular diseases
